,Unnamed: 0,b_major,b_minor,t_building,t_floor,interval,rssi,testid,timestamp,t_x,t_y,beacon_id,b_floor,b_x,b_y
126,126,1000,582,4,1,5,-82,Test84117,2018-11-15 18:23:00,5.260234013275198,31.44528051152751,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
127,127,1000,584,4,1,5,-79,Test84117,2018-11-15 18:23:00,5.260234013275198,31.44528051152751,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
128,128,1000,582,4,1,5,-85,Test84117,2018-11-15 18:23:00,5.260234013275198,31.44528051152751,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
129,129,1000,588,4,1,5,-102,Test84117,2018-11-15 18:23:01,5.260234013275198,31.44528051152751,A0:E6:F8:69:93:48,1.0,3.061375522494649,60.48498460495792
130,130,1000,568,4,1,5,-95,Test84117,2018-11-15 18:23:01,5.260234013275198,31.44528051152751,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
131,131,1000,592,4,1,5,-94,Test84117,2018-11-15 18:23:01,5.260234013275198,31.44528051152751,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
132,132,1000,584,4,1,5,-78,Test84117,2018-11-15 18:23:02,5.260234013275198,31.44528051152751,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
133,133,1000,582,4,1,5,-82,Test84117,2018-11-15 18:23:02,5.260234013275198,31.44528051152751,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
134,134,1000,568,4,1,5,-96,Test84117,2018-11-15 18:23:02,5.260234013275198,31.44528051152751,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
135,135,1000,542,4,1,5,-85,Test84117,2018-11-15 18:23:02,5.260234013275198,31.44528051152751,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
136,136,1000,533,4,1,5,-113,Test84117,2018-11-15 18:23:03,5.260234013275198,31.44528051152751,A0:E6:F8:69:F1:1D,1.0,22.406148153531788,38.158356368043094
137,137,1000,542,4,1,10,-88,Test8205,2018-11-15 18:23:16,5.260234013275198,31.68301330731065,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
138,138,1000,582,4,1,10,-84,Test8205,2018-11-15 18:23:17,5.260234013275198,31.68301330731065,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
139,139,1000,584,4,1,10,-90,Test8205,2018-11-15 18:23:17,5.260234013275198,31.68301330731065,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
140,140,1000,582,4,1,10,-85,Test8205,2018-11-15 18:23:17,5.260234013275198,31.68301330731065,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
141,141,1000,542,4,1,10,-88,Test8205,2018-11-15 18:23:17,5.260234013275198,31.68301330731065,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
142,142,1000,584,4,1,10,-91,Test8205,2018-11-15 18:23:17,5.260234013275198,31.68301330731065,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
143,143,1000,582,4,1,10,-85,Test8205,2018-11-15 18:23:17,5.260234013275198,31.68301330731065,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
144,144,1000,542,4,1,10,-87,Test8205,2018-11-15 18:23:17,5.260234013275198,31.68301330731065,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
145,145,1000,568,4,1,10,-93,Test8205,2018-11-15 18:23:18,5.260234013275198,31.68301330731065,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
146,146,1000,582,4,1,10,-83,Test8205,2018-11-15 18:23:18,5.260234013275198,31.68301330731065,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
147,147,1000,542,4,1,10,-84,Test8205,2018-11-15 18:23:18,5.260234013275198,31.68301330731065,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
148,148,1000,542,4,1,10,-84,Test8205,2018-11-15 18:23:18,5.260234013275198,31.68301330731065,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
149,149,1000,584,4,1,10,-94,Test8205,2018-11-15 18:23:18,5.260234013275198,31.68301330731065,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
150,150,1000,582,4,1,10,-83,Test8205,2018-11-15 18:23:18,5.260234013275198,31.68301330731065,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
151,151,1000,542,4,1,10,-84,Test8205,2018-11-15 18:23:19,5.260234013275198,31.68301330731065,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
152,152,1000,568,4,1,10,-93,Test8205,2018-11-15 18:23:19,5.260234013275198,31.68301330731065,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
153,153,1000,584,4,1,10,-93,Test8205,2018-11-15 18:23:19,5.260234013275198,31.68301330731065,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
154,154,1000,582,4,1,10,-84,Test8205,2018-11-15 18:23:19,5.260234013275198,31.68301330731065,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
